Vegetable Medley
FUSION
Vegetarian Fried Rice
Asian Stir Fry Mix
Vegetable Eggroll
Steamed Rice
Brown Rice
PASTAS
Pasta
Whole Wheat Pasta
Breadsticks
Creamy Alfredo Sauce
Herbed Marinara Sauce
GRILLED
Bacon Cheddar Burger
Sunflower Cutlet Sandwich
Sweet Potato Fries
PIZZAS
Pepperoni Pizza
Red Pepper and Kale Pizza
Flatbread or Gluten Free Pizza Per Request
DESSERTS
German Chocolate Cake
Cherry Pie
Oatmeal Raisin Cookies
Foothill
Brunch
SPECIALTY SALADS
Oregano Broccoli & Tomato Salad
DELI AND SALAD BAR
Salad Bar
Deli Bar
HOT GRAINS
Rolled Oatmeal
Steamed Rice
Brown Rice
SOUPS
Chicken Noodle Soup
ENTREES
Scrambled Eggs
Bacon
Soyrizo Scramble
Mexican Home Fries
Pancakes
Breakfast Veggie Patty
Waffles
PASTAS
Pasta
Whole Wheat Pasta
Breadsticks
Creamy Alfredo Sauce
Herbed Marinara Sauce
CARVING STATION
Chipotle Crusted Turkey
Citrus Glazed Pork Loin
Vegan Celebration Roast
Buttery Mashed Potatoes
Vegan Mushroom Gravy
Sauteed Green Beans
Foothill
Dinner
SOUPS
Chicken Noodle Soup
Minestrone Soup
SPECIALTY SALADS
Oregano Broccoli & Tomato Salad
DELI AND SALAD BAR
Salad Bar
Deli Bar
ENTREES
Szechuan Chicken
Tofu Szechuan
Vegetable Chow Mein
Vegetable Medley
FUSION
Vegetarian Fried Rice
Asian Stir Fry Mix
Vegetable Eggroll
Steamed Rice
Brown Rice
PASTAS
Pasta
Whole Wheat Pasta
Breadsticks
Creamy Alfredo Sauce
Herbed Marinara Sauce
GRILLED
Turkey Corn Dog
Vegetable Lavash Wrap with Cucumber and Feta
Sweet Potato Fries
PIZZAS
Sausage Pizza
Cheese Pizza
Flatbread or Gluten Free Pizza Per Request
DESSERTS
Flourless Chocolate Torte
Carrot Cake
Oatmeal Raisin Cookies
